structure_id,SMILES,InChIKey
8b4167efd59d2de0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N
79012357b58cc86a,CCN(CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N
8f44e45c4498ba1a,CCN(CC)C/C(O)=N/c1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N
b6c99d553434b552,CCN(CC)C/C(O)=N\c1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N
24a119682825a442,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N
98673f2d92a26ebc,CCN(CC)CC/N=C(/O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N
c01df8d05f7f7377,CCN(CC)CC/N=C(\O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N
0eb455d6bd2c5fab,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(O)=Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N
f3f90a1e937465c8,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N
5e690a454ece0885,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N
abbbecd805c403d5,COc1c/c(=N\S(=O)(=O)c2ccc(N)cc2)[nH]c(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N
8c56cca37e7520f5,COc1c/c(=N/S(=O)(=O)c2ccc(N)cc2)[nH]c(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N
a4631940f115e9f8,COc1ccc(C(=O)O)cc1,ZEYHEAKUIGZSGI-UHFFFAOYSA-N
b3e07dccdbde3fea,COc1cccc(C(=O)O)c1,XHQZJYCNDZAGLW-UHFFFAOYSA-N
5d0c8b19a747a052,COc1ccccc1C(=O)O,ILUJQPXNXACGAN-UHFFFAOYSA-N
f71f6302b7a9e226,Cc1ccc(C(=O)O)cc1,LPNBBFKOUUSUDB-UHFFFAOYSA-N
5642939b666c5a0e,Cc1ccccc1C(=O)O,ZWLPBLYKEWSWPD-UHFFFAOYSA-N
65a67e21b21d5d85,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N
ac12cd1dcf1e2bd3,Nc1ccc(Cl)c(Cl)c1,SDYWXFYBZPNOFX-UHFFFAOYSA-N
9ab0fe7c1c4c33e7,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N
37f0df63198945ea,Nc1cccc([N+](=O)[O-])c1,XJCVRTZCHMZPBD-UHFFFAOYSA-N
887e8dfa0cd5e954,Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N
3bfb743b14d2f222,N=c1cc[nH]cc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N
6f65fddddd17d80d,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-N
453ad7c6e48e5c38,O=C(O)c1ccc(C(F)(F)F)cc1,SWKPKONEIZGROQ-UHFFFAOYSA-N
205b2f070924e856,O=C(O)c1ccc([N+](=O)[O-])cc1,OTLNPYWUJOZPPA-UHFFFAOYSA-N
25f397b9a33ba854,O=C(O)c1cccc([N+](=O)[O-])c1,AFPHTEQTJZKQAQ-UHFFFAOYSA-N
8d139426bf2180fa,O=C(O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N
d5a715173096ca35,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N
ffffddbb8c289461,O=C(O)c1cnccn1,NIPZZXUFJPQHNH-UHFFFAOYSA-N
cd1305e14523dd5d,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,GZUITABIAKMVPG-UHFFFAOYSA-N
91db264dadae2fdb,O=c1[nH]cc(F)c(=O)[nH]1,GHASVSINZRGABV-UHFFFAOYSA-N
16c19610f2665427,O=c1nc(O)c(F)c[nH]1,GHASVSINZRGABV-UHFFFAOYSA-N
d66d3062c3180d8e,O=c1[nH]c(O)ncc1F,GHASVSINZRGABV-UHFFFAOYSA-N
01fba9943debc8db,O=c1nc(O)[nH]cc1F,GHASVSINZRGABV-UHFFFAOYSA-N
f4311a683c12101a,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,URKOMYMAXPYINW-UHFFFAOYSA-N
4745a8ded12641ce,C#CC(C)(C)N,VUGCBIWQHSRQBZ-UHFFFAOYSA-N
8327a0faca855c67,C1CCCNCC1,ZSIQJIWKELUFRJ-UHFFFAOYSA-N
db5ba3b6d45f7afe,C1COCCN1,YNAVUWVOSKDBBP-UHFFFAOYSA-N
68413cba7e124f4a,CC(C)(O)C(=O)O,BWLBGMIXKSTLSX-UHFFFAOYSA-N
439396188e5f945b,CC(C)C(=O)O,KQNPFQTWMSNSAP-UHFFFAOYSA-N
e8e6d670f98286ce,CC(C)CC(=O)O,GWYFCOCPABKNJV-UHFFFAOYSA-N
d1e8229e29fbf5b6,CC1CCNCC1,UZOFELREXGAFOI-UHFFFAOYSA-N
eec8062fa2d00b2e,CCC(CC)C(=O)O,OXQGTIUCKGYOAA-UHFFFAOYSA-N
45ce2ef68cf8fe07,CCOC(=O)c1cccc(N)c1,ZMCBYSBVJIMENC-UHFFFAOYSA-N
6c65dd169409d9eb,CN1CCNCC1,PVOAHINGSUIXLS-UHFFFAOYSA-N
329afb9f2e4fcc74,COc1ccc(N)cc1,BHAAPTBBJKJZER-UHFFFAOYSA-N
448885cfcfea9b01,COc1ccc(O)cc1,NWVVVBRKAWDGAB-UHFFFAOYSA-N
f1a3f9cfc21770d5,Cc1c(N)cccc1Cl,ZUVPLKVDZNDZCM-UHFFFAOYSA-N
4f93079a999200e6,Cc1c(N)cccc1[N+](=O)[O-],HFCFJYRLBAANKN-UHFFFAOYSA-N
406c61c567e83026,Cc1cc(Br)ccc1N,PCHYYOCUCGCSBU-UHFFFAOYSA-N
e373d85892aae349,Cc1cc(C)c(N)c(C)c1,KWVPRPSXBZNOHS-UHFFFAOYSA-N
a98d9720ce2f8c5a,Cc1cccc(C)c1N,UFFBMTHBGFGIHF-UHFFFAOYSA-N
2675f76d0362336a,NC1CCCC1,NISGSNTVMOOSJQ-UHFFFAOYSA-N
600ceb3a8d96cbd3,NC1CCCCC1,PAFZNILMFXTMIY-UHFFFAOYSA-N
cf899e79eff44342,NCCCN1CCOCC1,UIKUBYKUYUSRSM-UHFFFAOYSA-N
eddade70c3502469,NCCN1CCOCC1,RWIVICVCHVMHMU-UHFFFAOYSA-N
1b2d8bff4479ef52,NCCO,HZAXFHJVJLSVMW-UHFFFAOYSA-N
84885944e43487cd,NCCc1ccccc1,BHHGXPLMPWCGHP-UHFFFAOYSA-N
2c58714664af68a5,NCc1ccncc1,TXQWFIVRZNOPCK-UHFFFAOYSA-N
235a915a384fc9aa,Nc1ccc(O)cc1,PLIKAWJENQZMHA-UHFFFAOYSA-N
866bce962570e799,Nc1cccc(C(F)(F)F)c1,VIUDTWATMPPKEL-UHFFFAOYSA-N
e509ca37a25734c4,Nc1cccc(Cl)c1,PNPCRKVUWYDDST-UHFFFAOYSA-N
b528215a101075fd,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N
5298df577d9b2bf8,Nc1ccccc1-c1ccccc1,TWBPWBPGNQWFSJ-UHFFFAOYSA-N
8b369a65f4008249,O=C(O)C1CCCCC1,NZNMSOFKMUBTKW-UHFFFAOYSA-N
9dadbdcedd9335f2,O=C(O)c1ccccc1Cl,IKCLCGXPQILATA-UHFFFAOYSA-N
0ae2aeadafa61075,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,BAJQRLZAPXASRD-UHFFFAOYSA-N
f8d4f47bf863173e,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N
908b8c1633a5b992,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,DTOSIQBPPRVQHS-PDBXOOCHSA-N
e9f9a018dbafe610,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N
688a46154d66e97a,O=C(O)C(c1ccccc1)c1ccccc1,PYHXGXCGESYPCW-UHFFFAOYSA-N
8f6de7938df865ef,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,GECHUMIMRBOMGK-UHFFFAOYSA-N
5063427ac0e182cf,Nc1ccc(S(=O)(=O)/N=c2\cccc[nH]2)cc1,GECHUMIMRBOMGK-UHFFFAOYSA-N
5b1bc66a9061d0ac,Nc1ccc(S(=O)(=O)/N=c2/cccc[nH]2)cc1,GECHUMIMRBOMGK-UHFFFAOYSA-N
9dc2e397f63f71e4,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N
dad8c7a3e1054344,COc1cc(Cc2cnc(N)[nH]c2=N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N
6cf85285fc992e7e,COc1cc(Cc2c[nH]c(=N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N
81114998f67b5a38,O=C(O)C(Cl)Cl,JXTHNDFMNIQAHM-UHFFFAOYSA-N
9ebd3cd4e8e84690,O=C(O)CS,CWERGRDVMFNCDR-UHFFFAOYSA-N
0cb2a76700118a4d,NCCS(=O)(=O)O,XOAAWQZATWQOTB-UHFFFAOYSA-N
50dc629ebfc2ddcd,N#CCC(=O)O,MLIREBYILWEBDM-UHFFFAOYSA-N
7de06b0eac609caf,Nc1nccs1,RAIPHJJURHTUIC-UHFFFAOYSA-N
a331c801abd6092b,N=c1[nH]ccs1,RAIPHJJURHTUIC-UHFFFAOYSA-N
85f6b2a5dec62985,O=C(O)c1cccs1,QERYCTSHXKAMIS-UHFFFAOYSA-N
30c104532dfc2a6f,O=C(O)c1ccco1,SMNDYUVBFMFKNZ-UHFFFAOYSA-N
992d4c406016e228,CC(C)CCN,BMFVGAAISNGQNM-UHFFFAOYSA-N
0baca74fad2f4c86,O=C(O)c1ccncc1,TWBYWOBDOCUKOW-UHFFFAOYSA-N
f4f4c753a0935864,Nc1ccc(Br)cc1,WDFQBORIUYODSI-UHFFFAOYSA-N
5e6ed7b08bbf4ae4,O=C(O)c1ccc(Cl)cc1,XRHGYUZYPHTUJZ-UHFFFAOYSA-N
120544c2b6570684,O=C(O)c1cccc(F)c1,MXNBDFWNYRNIBH-UHFFFAOYSA-N
bb9e68d88423d14a,O=C(O)c1ccc(I)cc1,GHICCUXQJBDNRN-UHFFFAOYSA-N
809123a7356193ae,Nc1ccc(C(F)(F)F)cc1,ODGIMMLDVSWADK-UHFFFAOYSA-N
c9dd28964231b500,N#Cc1cccc(C(=O)O)c1,GYLKKXHEIIFTJH-UHFFFAOYSA-N
e9323056730113d6,O=C(O)Cc1ccc(Cl)cc1,CDPKJZJVTHSESZ-UHFFFAOYSA-N
b58b4a15b95e1bdc,O=C(O)Cc1ccccc1[N+](=O)[O-],WMUZDBZPDLHUMW-UHFFFAOYSA-N
43899e6bf019a537,Cc1cc(C)cc(C(=O)O)c1,UMVOQQDNEYOJOK-UHFFFAOYSA-N
750adb04822fe8ed,O=C(O)CCc1ccccc1,XMIIGOLPHOKFCH-UHFFFAOYSA-N
1f243b7a23307ccb,NCCc1c[nH]c2ccccc12,APJYDQYYACXCRM-UHFFFAOYSA-N
224004c839bfc368,CC(C)(C)c1ccc(C(=O)O)cc1,KDVYCTOWXSLNNI-UHFFFAOYSA-N
7428550f1eaff000,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,JFIOVJDNOJYLKP-UHFFFAOYSA-N
466201aad14637e8,Nc1c2ccccc2nc2ccccc12,XJGFWWJLMVZSIG-UHFFFAOYSA-N
42df6344a682e256,N=c1c2ccccc2[nH]c2ccccc12,XJGFWWJLMVZSIG-UHFFFAOYSA-N
f254e896d6ce108e,Nc1ccc2cc3ccc(N)cc3nc2c1,WDVSHHCDHLJJJR-UHFFFAOYSA-N
61b381631733d70e,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-N
18e24365dcff04bc,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,KJFMBFZCATUALV-UHFFFAOYSA-N
5f5021fed512c190,COc1cc(N)cc(OC)c1,WNRGWPVJGDABME-UHFFFAOYSA-N
43e38777ce4f3f79,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N
0c3c22ea60602b18,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,RMMXLENWKUUMAY-UHFFFAOYSA-N
fbc762389268a2eb,Nc1cc(-c2ccncc2)c[nH]c1=O,RNLQIBCLLYYYFJ-UHFFFAOYSA-N
36c9a57adb3d3744,Nc1cc(-c2ccncc2)cnc1O,RNLQIBCLLYYYFJ-UHFFFAOYSA-N
d278a28be2b96145,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,BNRNXUUZRGQAQC-UHFFFAOYSA-N
ff883e3b121a9abc,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,BNRNXUUZRGQAQC-UHFFFAOYSA-N
bb6cb8e05acdc57b,CCCc1nn(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,BNRNXUUZRGQAQC-UHFFFAOYSA-N
f65e067f89e91028,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N
86d333a54b9a3af3,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N
47eb0105ee36e86f,COC(=O)/N=c1\[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N
bd9d3dd541bf4e03,COC(=O)/N=c1/[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N
430017b343bb5e10,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N
0f889f8f058fd4f0,COc1ccccc1Oc1c(OCCO)nc(-c2ncccn2)[nH]/c1=N/S(=O)(=O)c1ccc(C(C)(C)C)cc1,GJPICJJJRGTNOD-UHFFFAOYSA-N
71cf2db40330e363,COc1ccccc1Oc1c(OCCO)nc(-c2ncccn2)[nH]/c1=N\S(=O)(=O)c1ccc(C(C)(C)C)cc1,GJPICJJJRGTNOD-UHFFFAOYSA-N
4c676e471a82eb9c,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ZRVUJXDFFKFLMG-UHFFFAOYSA-N
e872404899e22af6,Cc1c[nH]/c(=N\C(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ZRVUJXDFFKFLMG-UHFFFAOYSA-N
d9e33011b4cde992,Cc1c[nH]/c(=N/C(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ZRVUJXDFFKFLMG-UHFFFAOYSA-N
cf172f7cfe1d4372,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N
996e199b63110db9,Cc1n[nH]/c(=N\S(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N
05904c23a77149a0,Cc1n[nH]/c(=N/S(=O)(=O)c2ccc(N)cc2)s1,VACCAVUAMIDAGB-UHFFFAOYSA-N
e7a1cff21bdda79a,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N
645ba94f323607c4,O=C(/N=c1/nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2[nH]1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N
3ebac4085aea3223,O=C(/N=c1\nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2[nH]1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N
2617c449930f7754,O=C(CCCCCCC(=O)Nc1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N
6f9dbc33891d78b8,O=C(CCCCCC/C(O)=N/O)Nc1ccccc1,WAEXFXRVDQXREF-UHFFFAOYSA-N
1ebc2f2e5cd000f8,O=C(CCCCCC/C(O)=N/c1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N
80b934699079964e,O=C(CCCCCC/C(O)=N\O)Nc1ccccc1,WAEXFXRVDQXREF-UHFFFAOYSA-N
8a6d88268ab1847d,O=C(CCCCCC/C(O)=N\c1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N
1a7a4d88d57993f8,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N
ab7afc56f7683976,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N
c9fd262b661c5558,CCCSc1ccc2[nH]/c(=N\C(=O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N
654f6d2da7f2dec8,CCCSc1ccc2[nH]/c(=N/C(=O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N
6223234c4ff0a3a6,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N
5978a369998ac40b,C#Cc1cccc(/N=c2\[nH]cnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N
fa26b9053d39387d,C#Cc1cccc(/N=c2/[nH]cnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N
ab5c16514270f49f,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,VHOGYURTWQBHIL-UHFFFAOYSA-N
68a9b5f230e015b3,Cc1oncc1/C(O)=N\c1ccc(C(F)(F)F)cc1,VHOGYURTWQBHIL-UHFFFAOYSA-N
37a57c444b8a5e78,Cc1oncc1/C(O)=N/c1ccc(C(F)(F)F)cc1,VHOGYURTWQBHIL-UHFFFAOYSA-N
dd6716ac1de791a2,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,YTRMTPPVNRALON-UHFFFAOYSA-N
156a7e4065d18cde,c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N
c134a231058a84aa,N#Cc1cccc(C(=O)Nc2cc(-c3ccccc3)nn2-c2ccccc2)c1,BKUIZWILNWHFHD-UHFFFAOYSA-N
ea74f475da0afdd6,N#Cc1cccc(/C(O)=N/c2cc(-c3ccccc3)nn2-c2ccccc2)c1,BKUIZWILNWHFHD-UHFFFAOYSA-N
b5aaaf375e41a6ff,N#Cc1cccc(/C(O)=N\c2cc(-c3ccccc3)nn2-c2ccccc2)c1,BKUIZWILNWHFHD-UHFFFAOYSA-N
efca90e9149c65c0,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,SGIWFELWJPNFDH-UHFFFAOYSA-N
c5994f19bafaa777,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,DOMXUEMWDBAQBQ-WEVVVXLNSA-N
8c74924c5f690224,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N
5ab1e107e3c1e7cb,COc1cc(/N=c2/c(C#N)c[nH]c3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N
229bf48b992607f9,COc1cc(/N=c2\c(C#N)c[nH]c3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,UBPYILGKFZZVDX-UHFFFAOYSA-N
8c1be6828e470bfc,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,ZPAKPRAICRBAOD-UHFFFAOYSA-N
94d5af46e7cc3c1b,Nc1nc2ccccc2s1,UHGULLIUJBCTEF-UHFFFAOYSA-N
8bc2c85f0e915a9a,N=c1[nH]c2ccccc2s1,UHGULLIUJBCTEF-UHFFFAOYSA-N
99268d261fcf0bfb,Oc1c(I)cc(I)c2cccnc12,UXZFQZANDVDGMM-UHFFFAOYSA-N
8b726783b7e9c64a,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
48814f8079d17ab5,Cc1cccc(Nc2ccncc2S(=O)(=O)N/C(O)=N\C(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
ecff45830302a036,Cc1cccc(/N=c2/cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
90eeef50cefd5fb5,Cc1cccc(Nc2ccncc2S(=O)(=O)/N=C(/O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
e1d50d502a24aa9e,Cc1cccc(Nc2ccncc2S(=O)(=O)/N=C(\O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
bc9af324bdd8804a,Cc1cccc(/N=c2\cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
3756892d7dca0114,Cc1cccc(Nc2ccncc2S(=O)(=O)N/C(O)=N/C(C)C)c1,NGBFQHCMQULJNZ-UHFFFAOYSA-N
c22cb44d82ef8dd1,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,XSCGXQMFQXDFCW-UHFFFAOYSA-N
19e0a5c9012fc49f,Oc1c(I)cc(Cl)c2cccnc12,QCDFBFJGMNKBDO-UHFFFAOYSA-N
115087d075616656,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,UCJGJABZCDBEDK-UHFFFAOYSA-N
055411a8e3b54e6e,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,PJMPHNIQZUBGLI-UHFFFAOYSA-N
2f88f04b1fe9ca06,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,FEBOTPHFXYHVPL-UHFFFAOYSA-N
df337adc86597b3e,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,FEBOTPHFXYHVPL-UHFFFAOYSA-N
f09d8d20ded4c1a3,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,NGOGFTYYXHNFQH-UHFFFAOYSA-N
bc7d56271df79e80,c1ccc2nc(N3CCCC4(CCNCC4)CC3)cnc2c1,XUMZBOQAKUKQEE-UHFFFAOYSA-N
2f90fcadc623c702,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,FIADGNVRKBPQEU-UHFFFAOYSA-N
